full_name,age
"Simone Montanari",1
"Caitlin Gutierrez",10
"Deborah Harrington",5
"Molly Garcia",2
"Vincenza Cavanna",10
"Panfilo Mascheroni-Casarin",2
"Dionigi Troisi",2
"James Baird",0
"Pier Curiel-Ughi",10
"Kyle Escobar",4
"Jeffrey Sherman",0
"Tracy Hudson",7
"Marta Balbo",1
"Adam Harris",10
"Dott. Bettina Pignatti",3
"Bettina Ruberto",0
"Jamie Johnston",9
"Giulio Mastandrea",5
"Azeglio Abbagnale",5
"Pierangelo Boitani-Soranzo",0
"Isa Rinaldi",4
"Sig.ra Imelda Tirabassi",4
"Megan Haley",7
"Nedda Eco",1
"Gabriela Smith",8
"Lando Tresoldi",10
"Adriana Gasperi",0
"Tonino Vento",9
"Beatrice Tosi-Rossellini",10
"Jason Hernandez",2
"Concetta Filzi",7
"Jeffrey Mcclure",8
"Michelle Delgado",4
"Anita Parmitano-Redi",1
"Sig.ra Iolanda Malaparte",9
"Douglas Pratt",0
"Dott. Sandro Tamborini",9
"Richard Martinez",8
"Denise Gonzalez",8
"Nedda Gianinazzi",10
"Sig. Ferdinando Barbarigo",6
"Daria Monte",0
"James Lawrence",2
"Amanda Arellano",7
"Johnny Campbell",8
"Rembrandt Viviani-Scarpa",9
"Linda Baker",3
"Dionigi Ferrucci",5
"Ippazio Zoppetto-Vivaldi",0
"Alphons Camuccini",1
"Angel Perez",0
"Teresa Moore",8
"Atenulf Antelami",1
"Joshua Brooks",9
"Sig.ra Vanessa Comencini",1
"Beverly Haley",0
"Tammy Palmer",4
"Etta Mondadori",4
"Alberto Boitani",1
"Walter Brown",5
"Stella Moneta",5
"Dorothy Romero",8
"Toni Spinelli",9
"Latasha Duncan",1
"Jordan Reid",6
"Gemma Abatantuono",5
"Ryan Ortiz",7
"Arsenio Castioni",6
"Gionata Puglisi",5
"Arsenio Gaito",0
"Richard Maldonado",1
"Emily James",0
"Lauren Brown",4
"Jeffery Ortiz",0
"Lisa Underwood",10
"Matthew Obrien",5
"Cassandra Joseph",7
"Fausto Botta",1
"Robert Thompson",1
"Victor Hurst",2
"Bernardo Treves-Grimani",6
"Jennifer Green",4
"Roy Gutierrez",3
"Filippa Iacovelli",8
"Andrea Thomas",9
"Thomas Fitzgerald",3
"Stephanie Allen",1
"Lauretta Antonelli",2
"Michelotto Gualtieri",6
"Bruce Wright",4
"Gloria Solimena-Bianchini",1
"Chad Thompson",2
"Elena Brichese-Marenzio",10
"Ninetta Trevisani",7
"Joann Griffith",8
"Luke Ochoa",2
"Lazzaro Cavalcanti",9
"Aria Foscari",7
"Denise Simpson",5
"Dante Badoglio",0
"Imelda Renier",2
"Wayne Walls",1
"Lucio Tafuri",10
"Leopoldo Morlacchi",0
"Maria Kerr",2
"Victoria Anderson",0
"Dott. Milena Zaccagnini",3
"Robert Alvarado",5
"Chelsea Little",8
"Kelly White",7
"Geronimo Volta",5
"Jasmine Warren",7
"Rebecca Murray",2
"Dorothy Bell",5
"Alberico Strangio-Palmisano",2
"Lina Raurica",10
"Robert Jimenez",8
"Ilaria Merisi",0
"Adriano Gualandi",9
"Kevin Williams",4
"Thomas Ramirez",3
"Pietro Canetta-Venier",8
"Giacinto Barillaro",8
"Jay Villarreal",7
"Jason Banks",6
"Stephanie Morgan",10
"Michele Vittadello",8
"Jessica Campbell",2
"Amanda Reyes",0
"Timothy Ross",10
"Dott. Raffaele Tamburello",3
"Sig. Piergiuseppe Gualtieri",0
"Brian Petty",1
"Irma Parmitano",5
"Tiffany Smith",5
"Hayden Reyes",5
"Pier Malipiero-Zaccardo",7
"Nancy Lopez",6
"Federica Verdone",10
"Angelina Antonacci",8
"Luigi Maderna",7
"Dott. Giancarlo Callegari",9
"Sean Bell",6
"Zachary Dalton",7
"Arturo Beffa-Schiavo",10
"Sierra Thomas",3
"Tyler Edwards",5
"Lauren Gomez",4
"Dott. Paola Foconi",10
"Dott. Guarino Segrè",10
"Silvestro Nicolini-Chittolini",6
"Amy Boyd",0
"Sig. Alberico Disdero",0
"Lisa Cooper",10
"Amber Brown",3
"Joshua Baldwin",8
"Ruggero Vergerio",3
"Howard Jones",0
"Arnulfo Iannelli",9
"Thomas Schmidt",9
"Tiffany Warren",9
"Tina Shaw",9
"Ezio Segni-Torlonia",6
"Cheryl Patel",5
"Cindy Miller",3
"Mark Gonzalez",8
"Michael Rasmussen",10
"Raffaellino Bianchini",1
"Megan Potter",9
"Paulina Gioberti",3
"Annunziata Baggio",8
"Vincent Bradford",0
"Angela Gibson",9
"Mario Gill",8
"Nicoletta Bruscantini-Sobrero",10
"Pierina Taccola-Interminelli",4
"Carlos Alvarez",3
"Lisa Hall",1
"Rosaria Ferrante",8
"Delfino Cimarosa-Nugnes",3
"Michael Olson",8
"Natalia Solari",10
"Mikayla Moyer",9
"Rachel Wheeler",6
"Jolanda Deledda",5
"Gastone Bianchi-Moneta",0
"Crystal Dunn",4
"Caitlin Bell",3
"Manuel Udinesi",7
"Kayla Johnson",5
"Kyle Duke",5
"Marissa West DDS",5
"Angela Washington",6
"Daniel Montoya",2
"Angela Ramos",6
"Sig.ra Annamaria Terragni",2
"Richard Grant",8
"Sandra Tafuri",9
"Brandon Simmons",2
"John Gregory",7
"Sandra Smith",0
"Sig. Federigo Lucchesi",7
"Benedetto Veneziano",0
"Sig. Giacobbe Pareto",1
"Barbara Comeriato",1
"Angela Jones",2
"Shannon Copeland",5
"Tatiana Volta",6
"Sandra Bongiorno",0
"Denise Burke",3
"Giancarlo Ughi",4
"Sig. Ippazio Nicoletti",8
"Graziano Tozzo",1
"Melania Bataglia",3
"Benito Polesel",5
"Jon Neal",8
"Lauretta Barillaro",4
"Jordan Walter",3
"Daria Montanari",4
"Dylan Atkinson",1
"Marcella Filangieri-Detti",2
"Calcedonio Ughi",6
"Kristopher Edwards",4
"Pomponio Antonacci-Giannelli",9
"Tony Cline",2
"Lisa Garza",4
"Kimberly Hansen",7
"Adriana Bossi-Pareto",10
"Troy Reed",1
"Christopher Valdez",4
"Michelle Powell",5
"Gianna Tuzzolino",2
"Domenico Omma",4
"Patrizia Pacelli-Sgarbi",1
"Thomas Lam",9
"Simonetta Borsellino",1
"Ryan Shaw",2
"Enzo Mercalli-Cantimori",5
"Maurice Anderson",6
"Dott. Angelina Tarantini",5
"Sarah Taylor",1
"Rolando Bottaro",0
"Leone Gianinazzi",1
"Giuliana Doglioni",6
"Mr. Charles Hansen",2
"Amy Wilson",2
"Giulietta Gigli",0
"Sig.ra Tonia Tuzzolino",5
"Sig.ra Eleanora Gori",10
"Ida Dalla",5
"James Branch",9
"Amber Taylor",6
"Jennifer Nichols",6
"Danielle Blackwell",5
"Megan Miller",6
"Ricky Herring",0
"Cristina Mazzini",6
"Joshua Parker",7
"Paula Ramirez",8
"Jared Kelley DDS",9
"Kelly Kirk",8
"Nicole Huynh",0
"Zaira Lucchesi",9
"Ludovica Maccanelli",2
"Sig.ra Gabriella Regge",2
"Andrea Moore",2
"Nina Venier",1
"Ansaldo Marino",5
"Savannah Kelley",6
"Amedeo Correr",3
"Michael Holmes",6
"Catherine Smith",4
"Gianna Vergerio",5
"Ashlee Smith",5
"Bartolomeo Monicelli-Pinamonte",4
"Irma Fo",7
"Glenn Medina",5
"Crystal Wilson",4
"Luisa Argurio",5
"Steven Thompson",1
"Antonina Broschi-Colletti",1
"Julie Edwards",7
"Sig.ra Barbara Pederiva",3
"Jamie Andrews",0
"Karen Benson",7
"Sig. Ciro Baggio",5
"Dott. Anita Condoleo",10
"Nicholas Daniel",7
"Gelsomina Tonisto",9
"John Garcia",6
"Riccardo Bonanno",7
"Sig. Annibale Gentili",6
"Liana Palombi-Errigo",9
"Joann Richardson",9
"Angela King",7
"Ludovica Migliaccio",0
"Christine Jackson",0
"Dott. Loredana Vecellio",10
"Dario Celentano",4
"Terry Murray",2
"Jessica Erickson",1
"Barbara Columbo",8
"Darlene Jones",8
"Gabriella Petrucci",1
"Dr. Michelle White",2
"Dott. Jolanda Gasperi",8
"Jolanda Lucarelli-Marino",6
"Rebekah Smith",3
"Ermes Cavalcanti",2
"Alberico Brambilla-Comencini",5
"Iolanda Govoni",10
"Pellegrino Calvo",3
"Dott. Baccio Cipolla",0
"Derrick Dunn",5
"Sandra Montalti",6
"Tatiana Gabbana",4
"Roberta Palmisano-Fo",4
"Agnolo Zacchia",8
"Shannon Barber",0
"Agnolo Bernini",5
"Gastone Pellico",9
"Micheletto Pertini",5
"Maria Cagnin",4
"Amalia Casagrande-Tamburello",2
"Mr. Patrick Phillips",5
"Lawrence Young",1
"Ashley Mccall",8
"Paloma Ginesio",3
"Angela Martinez",9
"Karen Green",7
"Kelli Summers",10
"Brian Barnett",0
"Angela Smith",5
"Keith Bell",9
"Teresa Ramirez",2
"Clinton Raymond",8
"Lisa Aguilar",4
"Ruggiero Piane",10
"Maria Rosmini-Valmarana",7
"Robert Allen",7
"Kimberly Jones",4
"Jerry Robinson",10
"Fiorenzo Nievo",2
"Julie Schroeder",2
"Gianluca Anguissola",1
"Stephanie Parker",1
"Rachael Haynes",3
"Diana Reyes",6
"Robert Lopez",1
"Heather Gray",3
"Melissa Small",3
"Fabio Padovano",2
"Valentina Capuana",2
"Eleanora Sobrero",1
"Nicholas Lozano",9
"Dott. Augusto Petrocelli",2
"Lidia Trotta",1
"Sig. Nicola Tutino",0
"Frank Newman",2
"Crystal Nichols",4
"Mark Clark",9
"Mr. Joshua Johns",5
"John Young",5
"Sig.ra Beatrice Lettiere",2
"Jamie Ramirez",2
"Cindy Graham",3
"Baldassare Pagnotto-Serlupi",3
"Mariana Bodoni",10
"Tina Gibilisco",8
"Vincenza Foa",4
"Bernardo Scarpa",9
"Todd Schmidt",1
"Brandon Lane",1
"Gianmarco Prada-Dallapé",9
"Timothy Mccarty",9
"Ashley Brooks",1
"Sig.ra Ninetta Balotelli",4
"Monique Jenkins",10
"Zachary Jones",4
"Liberto Pareto",10
"Steven Cuevas",2
"Camilla Ceci",2
"Michelotto Pacillo",1
"Sig.ra Adriana Ligorio",8
"Flavia Morpurgo",0
"Sante Micca-Boaga",4
"Ennio Bandello",0
"Allegra Iannucci",5
"Nadia Naccari",2
"Pierluigi Totino-Canetta",0
"Olga Viviani",1
"Brandon Ayers",6
"Michael Glass",6
"Johnny Lowe",2
"Michelotto Bottigliero",5
"Ludovico Longhena",9
"Pasquale Mengolo",6
"Gianna Paruta",4
"Sean Velasquez",8
"Sig.ra Vittoria Renault",6
"Fulvio Castioni",3
"Giustino Pugliese-Zola",9
"Nicholas Cox",0
"Leslie Delgado",3
"Amleto Schicchi",1
"Roberta Pedrazzini",1
"Flora Rosselli",10
"Matthew Green",9
"Raimondo Solari",10
"Grant Moore",1
"Desiree Bentley",5
"Romolo Opizzi",1
"Jeffrey Cross",5
"Lisa Badoglio",8
"Elena Foà",2
"Mirko Vespa",3
"Donatella Pastine-Ioppi",7
"Vittoria Cainero",2
"Christopher Phelps",9
"Donatella Orengo",7
"Carla Tognazzi",5
"Tim Wagner",7
"Sig.ra Lucia Morricone",4
"Telemaco Barillaro",3
"Melina Andreotti",4
"Isaac Davis",5
"Napoleone Ostinelli-Metella",0
"Vincent Dunn",2
"Simonetta Volterra",1
"Dott. Raffaellino Bellucci",9
"Lori Johnson",3
"Sig.ra Fiamma Cendron",4
"Massimiliano Anastasi",3
"Daniel Orr",2
"Steven Bradford",9
"Omar Ellis",0
"William Andrade",6
"Matthew Kelly",7
"Louis Perry",4
"Dott. Domenico Silvestri",5
"Sig.ra Stella Fermi",1
"Kristen Suarez",7
"Sherry Hill",1
"Zaira Cappelli",9
"Riccardo Impastato",1
"Kimberly Reeves",5
"Vincenzo Milanesi-Tomei",7
"Tammy Lopez MD",0
"Terry Good",5
"Leah Parker",0
"Marta Grimani",6
"Zachary Meyer",10
"James Tapia",6
"Nathaniel Perez",7
"Mrs. Lisa Daniels",5
"Lori Morton",6
"Jose Freeman",7
"Ricciotti Capone",10
"Teresa Trotta",5
"Sebastiano Querini-Benigni",4
"Carla Luzi",3
"Brad Rivera",10
"Catherine Robinson",9
"Amleto Galvani",3
"Ornella Zito",1
"Nino Giannelli",10
"Claudio Andreotti-Tommaseo",2
"Pasqual Barberini",9
"Rose Hendricks",8
"Gabriele Giolitti",9
"Dott. Gemma Cherubini",10
"Mariana Fo",6
"Bobby Mcdowell",4
"Cesare Bonomo",5
"Erica Stewart",5
"Bethany Madden",1
"Licia Gatto",3
"Deborah Dixon",6
"Nicole Gentry",7
"Amedeo Barracco",6
"Kristen Vaughn",2
"Todd Phillips",4
"Allegra Rossi",4
"Livia Brunelleschi",9
"Shawn Carter",9
"Nichole White",4
"Jim Cline",9
"George Harding",5
"Gloria Sbarbaro",4
"Dawn Wright",7
"Imelda Bonolis",1
"Irma Fallaci",2
"Lori Merritt",3
"Steven Allen",4
"Brian Frank",10
"Margherita Ossani",8
"Anthony Simpson",4
"Benjamin Martinez",3
"Cipriano Chittolini",5
"Mrs. Christina Curtis MD",4
"Bradley Miller",6
"Ryan Stephens",10
"Francesco Sobrero",9
"Sig.ra Tiziana Fanucci",1
"Ida Giradello",3
"Ida Mondadori-Mattarella",6
"Corey Rodriguez",2
"Brittney Mcdonald",2
"Iolanda Notarbartolo",1
"Loredana Salvini",9
"Flora Majorana",9
"Sig.ra Antonia Polizzi",7
"Simone Babati",5
"Matteo Trotta-Carriera",4
"Joe Thomas",4
"Adele Beccaria",6
"Carmelo Biagiotti",3
"Durante Giannelli",8
"Sig. Giustino Samele",8
"Jessica Arellano",4
"Amber Nielsen MD",10
"Jessica Deleon",5
"Patrizio Barracco",6
"Joe Duran",7
"Lucas Jimenez",10
"Haley Wolf",9
"Nicholas Gaines",3
"Ranieri Priuli",7
"Sig.ra Paloma Acerbi",6
"Nanni Natta",2
"Mr. Martin Davis",4
"Courtney Russell",7
"Chelsea Hood",5
"Eva Fantozzi",8
"Nancy Miller",7
"Bettina Impastato",2
"John Robinson",8
"Dott. Michelangelo Zamorani",6
"Gian Crispi",7
"Daria Petruzzi",4
"Gianna Moneta",4
"Sig.ra Bianca Lombardo",0
"Karen Sloan",2
"Lisa Benjamin",5
"John Clark",0
"Arnaldo Cremonesi",3
"Terry Reed",8
"Daniel Wiggins",0
"Haley West",4
"John Berg",2
"Renee Vaughn",4
"Ugo Fantini",0
"Marta Argentero",7
"Guglielmo Tuzzolino",10
"Emma House",6
"Giulia Mondaini",7
"Zaira Gianetti-Costalonga",2
"Megan Ryan",2
"Joseph Pacheco",2
"Ninetta Turrini",9
"Gregory Montes",0
"Leopoldo Ferraris",9
"Kimberly Ford",3
"Pierpaolo Marazzi-Cutuli",9
"Marissa Salieri",3
"Cirillo Barberini",5
"Lindsay Watson",9
"Stacie Jackson",7
"Manuel Bonomo",9
"Caitlin Schmidt",8
"William Mccarthy",3
"Manuel Petersen",7
"Sig. Michele Bocca",8
"Roger Lee",2
"Nedda Foà",9
"James Haynes",0
"Edward Russell",7
"Mark Davis",0
"Giancarlo Vivaldi",2
"Brandon Smith",7
"Brian Cooper",2
"Julie Duncan",7
"Maura Chiappetta-Boccherini",10
"Darlene Keith",7
"Dott. Sandra Burcardo",10
"Sig.ra Antonia Dossi",1
"Patricia Turner",1
"Carla Turchi",4
"Orlando Balotelli",10
"Elmo Segni",10
"Tim Zimmerman",7
"Costanzo Cutrufo",1
"Matthew Grimes",8
"Kristi Fitzgerald",6
"Eva Pozzecco",7
"Ottone Tornatore-Gucci",2
"Jeremy Gonzales",7
"Ciro Tozzo-Goldoni",4
"Ricciotti Paolini",1
"Lolita Piovani",3
"Veronica Robertson",0
"Imelda Nonis",4
"Sig.ra Marina Leoncavallo",9
"Lamberto Disdero-Trevisan",3
"Ramona Malenchini",10
"Dott. Antonietta Segni",5
"Marco Kim",6
"Shannon Smith",0
"Laura Weber",6
"Fernanda Fuseli",1
"Arturo Benedetti",9
"Russell Moore",8
"Yvette Steele",7
"Rhonda Ross",4
"Nicole Pacheco",9
"Tiffany Miller",10
"Heather Rodriguez",6
"Sara Davis",8
"Maria Fogazzaro-Totino",0
"Edward Russell",9
"Theresa Williams",2
"Oreste Gentili-Gozzi",3
"Maria Ostinelli",5
"Dott. Allegra Zacchia",5
"Andrew West",4
"Dott. Veronica Mannoia",3
"Gianna Cantimori",1
"Tammy Ingram",10
"Anita Ostinelli",3
"Delfino Gullotta",1
"Dott. Isabella Parisi",3
"Dennis Reese",2
"Ronaldo Fornaciari",2
"Dott. Dino Bersani",9
"Mirko Valentino",2
"Sig.ra Simonetta Andreozzi",0
"Sole Cabrini",2
"Giacobbe Beffa-Tommaseo",4
"Tyler Taylor",6
"Maura Torlonia-Trillini",1
"Gianna Geraci",7
"Scott Thompson",9
"Sierra Valencia",2
"Brenda Morris",2
"Jason Johnson",8
"Dana Allen",7
"Marisa Notarbartolo",0
"Kelly Hernandez",9
"Romolo Iadanza",9
"William Adams",8
"Carlos Brown",5
"Ermenegildo Medici",0
"Renata Dalla",3
"James Wheeler",8
"Girolamo Munari",6
"Sig.ra Paola Ferrazzi",7
"Greca Cesarotti",5
"Devin Cooper",5
"Ruggero Paruta-Guidone",6
"David Gregory",4
"Laura Soto",6
"Samantha Smith",1
"Raffaellino Montesano",6
"Brian Sandoval",5
"Robert Flores",10
"Ignazio Zanazzo-Milanesi",1
"James Adams",6
"Lamberto Cassarà",1
"Jeffrey Jordan",4
"Angelina Mussolini",7
"Linda Cole",2
"Marcella Canali",5
"Marcantonio Caffarelli",3
"Paul Tucker",3
"John Torres",10
"Guarino Ferrazzi",4
"Vincenzo Jilani",2
"Nicoletta Abbagnale",6
"Dott. Gemma Perini",6
"Diana Wood",9
"Dott. Giulietta Renier",5
"Melissa Lovato-Bellini",6
"John Evans",0
"Panfilo Pacetti-Romano",10
"Dott. Maria Naccari",5
"Sylvia Cherubini",1
"Brent Cain",4
"Oreste Prada",4
"Sig.ra Amanda Cutuli",1
"Denise Christian",9
"Sara Johnson",5
"Lisa Alvarez",10
"Jack Carr",2
"Ludovica Vigorelli",8
"Veronica Edwards",8
"Thomas Ali",4
"Daniel Bonilla",2
"Victoria Thompson",3
"Dawn Gonzalez",7
"Ernesto Strangio",1
"Tiziano Branciforte-Giannone",5
"Chiara Pietrangeli-Badoglio",8
"Umberto Majorana",5
"Tatiana Cimarosa",3
"Veronica Casale",6
"Christine Freeman",0
"Ryan Wilson",6
"Steven Ellis",9
"Sig. Angelo Giacconi",1
"Mr. Michael Jones",4
"Douglas Gonzalez",10
"Gianna Strangio-Antonetti",6
"Arturo Bonino",4
"Flavia Tuzzolino",2
"Ramona Tozzo-Bembo",4
"Michael Kim",8
"Michael Brown",9
"Ludovico Infantino",8
"Richard Gonzalez",10
"Michael Hart DDS",3
"Nino Bottaro",10
"Shelly Friedman",0
"Daniel Farley",2
"Melania Cainero",10
"Dott. Giuliano Prada",3
"Olga Chinnici",0
"Amanda Cavanna",4
"Nicole King",0
"Michael Wheeler",4
"Evangelista Murri-Bernardini",5
"Martina Gucci",8
"Jennifer Hamilton",7
"Lori Rios",9
"Aaron Farley",2
"Francesco Migliaccio",4
"Jodi Johnston",0
"Susan Parks",2
"Andrew Moore",7
"Kathryn Scott",7
"Elaine Bryant MD",3
"Stefani Sbarbaro",10
"Gaetano Carosone",8
"Sabrina Rojas",8
"Marta Bertoli-Pasqua",5
"Shelby Edwards",4
"Justin Bowers Jr.",0
"Michael Hanson Jr.",10
"Kevin Mills",0
"Nathan Myers",10
"Michael Santos",0
"Deanna Stewart",8
"Milo Fantozzi",1
"Pierangelo Vianello",5
"Dott. Ranieri Notarbartolo",6
"Stephanie Willis",2
"Melina Binaghi",0
"Adelmo Luciani",1
"Jasmine Holmes",4
"Ronaldo Gabbana-Ceravolo",2
"Tammy Simmons",1
"Robert Hamilton",10
"Andrew Matthews",0
"Nicole Wright",0
"Annetta Borzomì",10
"Sig.ra Amalia Pellico",7
"Paola Guarana",10
"Lucio Procacci-Bergoglio",0
"Trevor Rivera",6
"Matthew Wilson",4
"Puccio Contrafatto",4
"Jessica Graham",4
"Danielle Abbott",1
"Sig.ra Annunziata Fioravanti",1
"Giuliano Blasi",3
"Lucia Pedrazzini",0
"Aaron Reid",9
"Jordan Johnson",3
"Dario Ruggeri",9
"Jennifer Edwards",6
"Coluccio Farina",5
"Silvestro Ferrazzi-Zola",0
"Sig.ra Griselda Barcaccia",9
"Gian Malpighi",7
"Veronica Sraffa",8
"Romana Calgari",1
"Arnaldo Brancaccio",8
"Kristina Clark",0
"Jennifer Roth",1
"David Lewis",9
"Barbara Scarlatti",0
"Piermaria Pedersoli",1
"Melina Foà",4
"Daniel Kelley",3
"Riccardo Brambilla",9
"Duane Salas",8
"Giuseppina Marinetti",6
"Nicole Richard",5
"Donna Zanzi",5
"Joseph Rodriguez",6
"Silvia Ruberto",8
"Fabrizia Mengolo",1
"Maureen Whitney",2
"David Hunt",0
"Tamara Arnold",2
"Robin Robinson",7
"Craig Lopez",0
"Sig. Raffaele Pastine",6
"Fernanda Argan",5
"Erin Martin",8
"Lisa Carter",10
"Piermaria Aporti",10
"Francesca Jovinelli-Chigi",9
"Ludovica Nitto-Odescalchi",3
"Joseph Thompson",5
"Lorraine Robinson",3
"Julie Wallace",6
"Torquato Ciampi",5
"Amanda Gregory",5
"Kari Kaiser",5
"Lolita Ferragamo",4
"Dina Munari",2
"Dina Pennetta",4
"Zaira Cardano",5
"David Klein",8
"Rossana Tozzi-Navone",8
"Sig. Romolo Donini",5
"Costantino Ungaretti-Necci",9
"Jennifer Merritt",0
"Paola Tognazzi",6
"Nina Tafuri",7
"Gino Marangoni",1
"Eric Powell",10
"Alessandra Grasso",0
"Sarah Wilson",3
"Derek Mitchell",4
"Eric Pace",9
"Megan Howard",8
"Flora Zarlino",5
"Curtis White",5
"Giuseppe Curci",8
"Cheyenne Pham",0
"Marcello Munari",3
"Lauren Taylor",4
"Coriolano Calgari-Comeriato",2
"Guido Zetticci-Galiazzo",10
"Lindsey Webster",1
"Erica Thomas",6
"Tonino Ferragni",8
"Susanna Gritti",10
"Jonathan Palmer",0
"Emma Mastroianni",9
"Vincenza Sbarbaro-Soffici",2
"Courtney Martin",3
"Leonard Johnson",9
"Richard Keller",6
"Krystal Barrera",3
"Serafina Farnese-Moresi",5
"Pamela Henry",2
"Christian Escobar",9
"Gaspare Esposito",9
"Angela Baldwin",3
"Simonetta Bottigliero",7
"Annamaria Agostini-Curatoli",2
"Rosario Lerner",9
"Todd Lee",3
"Martino Cabibbo",4
"Kristi Rogers",8
"Thomas Bryant",4
"Linda Brewer",4
"Dott. Aldo Piccinni",7
"Heidi Strickland",2
"Lisa Richardson",4
"Nicholas Wilson",7
"Carla Kim",6
"Jeffrey Flores",7
"Cynthia Ruiz",8
"Joshua Griffin",7
"Cassandra Hughes",9
"Jennifer Hughes",0
"Pellegrino Ferrara",5
"Patricia Garcia",5
"Giuliano Tagliafierro-Garibaldi",0
"Ryan Thompson",9
"Elvira Donati",2
"Annibale Catenazzi",10
"Natasha Cisneros",3
"Donna Zaccardo",1
"Leslie Walsh",7
"Julian Ballard",2
"Mr. Scott Mcdowell",9
"Rosaria Notarbartolo",7
"Gianna Rastelli",2
"Elena Barese",3
"Paride Bompiani-Guidotti",9
"Manuel Chase",8
"Lisa Adams",7
"Virgilio Castioni",8
"Gianfranco Chinnici-Tornatore",1
"Jonathan Ramos",1
"Bettina Giovine",6
"Brenda Newman",7
"Dott. Emma Interiano",5
"Gelsomina Paltrinieri",9
"Alicia Perez",6
"Gregory Cooper",2
"Dott. Liana Leoncavallo",7
"Aaron Mcclure",5
"Gianfrancesco Musatti",0
"Dolores Rensi-Cannizzaro",6
"Patrick Key",1
"Gabriel Sanchez",10
"Nadia Calbo",8
"Luca Omma",5
"Sig. Romolo Ravaglioli",6
"Adele Agazzi",8
"Dott. Cesare Mancini",4
"Rosina Bersani-Monduzzi",10
"Gioffre Pavanello",5
"Ivan Paolini",0
"Jennifer Spencer",10
"Michelle Reed",2
"Fiorino Gremese",3
"Dott. Ruggero Costanzi",6
"Steven Morales",6
"Giuseppina Bova",10
"Shawn Valdez",7
"Brian Rodriguez",6
"Patricia Goodman",1
"Tracy Garrett",9
"Giacobbe Beccaria-Biagiotti",5
"Aaron Robinson",2
"Fulvio Montesano",1
"Enrico Curatoli-Malaparte",6
"Dott. Fedele Cheda",10
"Tammy Carlson",7
"Jennifer Howard",6
"Mark Hendricks",4
"Panfilo Giannone",3
"Loredana Marcacci",8
"David Duffy",6
"Kimberly Snyder",1
"Jesus Lewis",0
"Angelica Duodo",9
"Joshua Cruz",4
"Fiamma Donà",9
"Nathan Freeman",9
"Corrado Notarbartolo",3
"Silvia Cuomo-Interminei",6
"Melissa Valdez",7
"Aldo Farnese-Fantini",1
"Lilla Gatto",9
"Denise Pope",10
"John Cohen",3
"Melanie Cox",7
"Delfino Pastine",9
"Andrew Graves",3
"Sig.ra Stella Pellegrini",2
"Donatello Montecchi-Abatantuono",3
"Giovanna Fioravanti",5
"Stefano Oscuro",10
"Barbara Powell",10
"Samantha Villa",9
"Sig.ra Stella Catalano",3
"Karina Miller",1
"Antonio Agazzi",9
"Daniel Hudson",2
"Michael Nguyen",3
"Scott Ware",5
"Kimberly Hogan",1
"Christopher Acevedo",4
"Sig.ra Rita Montalti",10
"Kimberly Silva",4
"Alessio Costalonga-Piazzi",8
"Michele Hernandez",8
"Bethany Velazquez",7
"David Carter",5
"Fabrizia Raurica",9
"Vincenzo Gremese",7
"Andrew Booth",5
"Marcus Smith",0
"Lindsay Barton",4
"Enzo Simeoni",10
"Sig. Ricciotti Cadorna",6
"Cynthia Powers",3
"Larry Clark",0
"Nicholas Shepard",8
"George Weaver",5
"Carolina Inzaghi",9
"Scott Barrett",7
"Pierina Renier",10
"Antonino Travia-Bevilacqua",4
"Rosaria Busoni",6
"Steven Oconnor",8
"Veronica Lucas",4
"Achille Caccianemico",2
"Dott. Lara Parri",6
"Ramona Capecchi",5
"Arsenio Guarneri",0
"Charles Miranda",10
"Dott. Giulietta Offredi",6
"Veronica Ciampi",2
"Kenneth Hill",5
"Elmo Borzomì-Gilardoni",0
"Loredana Torricelli",1
"Linda Weiss",2
"Lori Dunn",0
"Viridiana Curiel",1
"Ricciotti Bacosi",4
"Sig. Ugo Toscani",7
"Annette Freeman",5
"Dott. Aurora Scamarcio",6
"Bernardo Mercati",9
"Autumn Johnson",3
"Michelle Wallace",7
"Sig. Benedetto Bocca",6
"Melissa Pisaroni",9
"Serena Vivaldi",7
"Geronimo Micheletti",4
"Benvenuto Toldo-Soffici",6
"Carla Travaglio",1
"Virginia Caccioppoli",8
"Vincentio Littizzetto",3
"Paige Robinson",3
"Anthony Smith",2
"Arsenio Ramazzotti-Nordio",10
"Federico Valentino",10
"Christopher Jones",4
"Clinton Butler",1
"Giorgio Vergerio",4
"Romeo Altera",7
"Lee Rogers",0
"Nicoletta Sbarbaro",1
"Paride Verdone",1
"Simonetta Broschi",2
"Jamie Peters",6
"Hannah White",6
"Dott. Barbara Filippini",5
"Lori Holland",0
"Dott. Giuseppe Pennetta",8
"Nedda Paolucci",10
"Vincentio Ughi-Cendron",5
"William Thomas",5
"Sig.ra Natalia Sgarbi",4
"Debra Brown",6
"Brenda Payne",1
"Frank Horton",10
"Jacqueline Wilson",1
"Tina Giammusso",9
"Stefano Guarana",9
"Dott. Allegra Odescalchi",8
"Joel Larson",8
"James Mendoza",9
"Bartolomeo Berengario",1
"Destiny Carlson",8
"Ludovica Castiglione",6
"Costanzo Gabba-Dulbecco",9
"Marcella Giannuzzi",0
"Zachary Giles",10
"Sig. Giustino Bersani",3
"Susan Smith",9
"Maria Rismondo",10
"Jesse Andrews Jr.",4
"Liana Sordi-Ginesio",8
"Brendan Burton",3
"Silvia Casarin",6
